Name,Profile Link,Title,Location,Rate per Hour,Job Success Score,Total Earnings,Category
harune,https://www.freelancer.pk/u/harune,.NET|CORE|REACT|C#|SQL|ERP|CRM|Full Stack Team,Pakistan,$29 USD / hour,0.0,0.0,software-development
LuisMaD,https://www.freelancer.pk/u/LuisMaD,NextJS and Flutter developer,Venezuela,$15 USD / hour,0.0,0.0,software-development
FadyEbied,https://www.freelancer.pk/u/FadyEbied,IT Consultant with entrepreneurial aspirations,Italy,$55 USD / hour,0.0,0.0,software-development
growthmob,https://www.freelancer.pk/u/growthmob,Product Innovation + Product Development,United States,$225 USD / hour,0.0,0.0,software-development
OlehKruk,https://www.freelancer.pk/u/OlehKruk,Software Developer | Mobile | Web3,Ukraine,$30 USD / hour,0.0,0.0,software-development
irinfosys,https://www.freelancer.pk/u/irinfosys,Node || React || Angular || Laravel || Next.Js,Bangladesh,$30 USD / hour,0.0,0.0,software-development
matias0919,https://www.freelancer.pk/u/matias0919,✅ Experienced Software Engineer,Argentina,$30 USD / hour,0.0,0.0,software-development
alexv61,https://www.freelancer.pk/u/alexv61,SENIOR WEB | C# & PYTHON EXPERT,United States,$25 USD / hour,0.0,0.0,software-development
alexv61,https://www.freelancer.pk/u/alexv61,SENIOR WEB | C# & PYTHON EXPERT,United States,$25 USD / hour,0.0,0.0,software-development
OlehKruk,https://www.freelancer.pk/u/OlehKruk,Software Developer | Mobile | Web3,Ukraine,$30 USD / hour,0.0,0.0,software-development
irinfosys,https://www.freelancer.pk/u/irinfosys,Node || React || Angular || Laravel || Next.Js,Bangladesh,$30 USD / hour,0.0,0.0,software-development
matias0919,https://www.freelancer.pk/u/matias0919,✅ Experienced Software Engineer,Argentina,$30 USD / hour,0.0,0.0,software-development
Fahadghouri7,https://www.freelancer.pk/u/Fahadghouri7,Software Engineer |  GenerativeAI Developer,Pakistan,$25 USD / hour,0.0,0.0,software-development
syedimranazmat1,https://www.freelancer.pk/u/syedimranazmat1,Web/Desktop Development,Pakistan,$10 USD / hour,0.0,0.0,software-development
gagan6730,https://www.freelancer.pk/u/gagan6730,Software Engineer,India,$60 USD / hour,0.0,0.0,software-development
ParasTech7,https://www.freelancer.pk/u/ParasTech7,End to End Sol. for Mobile/Website/App/Database,India,$25 USD / hour,0.0,3.4,software-development
harshilbodara23,https://www.freelancer.pk/u/harshilbodara23,+5Yr | Web & ReactNative Developer | Full Stack,India,$20 USD / hour,0.0,0.0,software-development
SHAHIDULLAHMC,https://www.freelancer.pk/u/SHAHIDULLAHMC,"Master UX/UI Designer for the Web, App and SaaS",Bangladesh,$20 USD / hour,0.0,0.0,software-development
HamAbbasi00,https://www.freelancer.pk/u/HamAbbasi00,|MERN |AI |Bots| Flutter| Laravel|.NET| python |,Pakistan,$35 USD / hour,0.0,0.0,software-development
khushiArt,https://www.freelancer.pk/u/khushiArt,Graphics Artist,India,$12 USD / hour,0.0,0.0,software-development
figletech,https://www.freelancer.pk/u/figletech,Specialized in Mobile app and Website development,India,$30 USD / hour,0.0,0.0,software-development
Mobilehead,https://www.freelancer.pk/u/Mobilehead,Senior Full Stack Web&Blockchain&Mobile Developer,United States,$65 USD / hour,0.0,0.0,software-development
fiza2020,https://www.freelancer.pk/u/fiza2020,php wordpress  laravel developer,Pakistan,$20 USD / hour,0.0,0.0,software-development
marvindinaku4,https://www.freelancer.pk/u/marvindinaku4,Senior Full-Stack & Mobile Dev | Frontend Export,Albania,$40 USD / hour,0.0,0.0,software-development
Imaginative4U,https://www.freelancer.pk/u/Imaginative4U,Architect & Product Designer / Industrial Designer,United Arab Emirates,$50 USD / hour,0.0,0.0,software-development
louisbarber2018,https://www.freelancer.pk/u/louisbarber2018,"Delphi, Pascal, Delphi Oracle developer",Serbia,$23 USD / hour,0.0,0.0,software-development
techplusintl,https://www.freelancer.pk/u/techplusintl,A Team of Professionals Delivering Innovation,Pakistan,$25 USD / hour,0.0,0.0,software-development
enervell,https://www.freelancer.pk/u/enervell,Full-Stack Developer | Top Rated Expert,Colombia,$50 USD / hour,0.0,0.0,software-development
senbhavin,https://www.freelancer.pk/u/senbhavin,Highly Recommended | In TOP 2% FullStack Developer,India,$16 USD / hour,0.0,0.0,software-development
lucamihai97,https://www.freelancer.pk/u/lucamihai97,Software Developer,Romania,$5 USD / hour,0.0,0.0,software-development
LuisMendozaPardo,https://www.freelancer.pk/u/LuisMendozaPardo,Oracle Software Construction Specialist,Colombia,$25 USD / hour,0.0,0.0,software-development
codemakerstar,https://www.freelancer.pk/u/codemakerstar,Software engineer | Mobile Apps | Verified by FL ✅,Bolivia,$6 USD / hour,0.0,0.0,software-development
hntcoder,https://www.freelancer.pk/u/hntcoder,Full Stack Web & Mobile & Blockchain Engineer,Vietnam,$40 USD / hour,0.0,0.0,software-development
zainabsaleem13,https://www.freelancer.pk/u/zainabsaleem13,Full Stack Developer | UI/UX Designer | AI & ML,Pakistan,$25 USD / hour,0.0,0.0,software-development
oladeleeniola03,https://www.freelancer.pk/u/oladeleeniola03,Think different,Nigeria,$10 USD / hour,0.0,0.0,software-development
royalfiza,https://www.freelancer.pk/u/royalfiza,I love to work on new projects,India,$30 USD / hour,0.0,0.0,software-development
gshyuan117,https://www.freelancer.pk/u/gshyuan117,system integration and software development,China,$5 USD / hour,0.0,0.0,software-development
asaeed92,https://www.freelancer.pk/u/asaeed92,"Software Engineer, Designer and Video Editor",United Arab Emirates,$5 USD / hour,0.0,0.0,software-development
asaeed92,https://www.freelancer.pk/u/asaeed92,"Software Engineer, Designer and Video Editor",United Arab Emirates,$5 USD / hour,0.0,0.0,software-development
haiduysoft,https://www.freelancer.pk/u/haiduysoft,A Passionate Programmer!,Vietnam,$30 USD / hour,0.0,0.0,software-development
jeffreyconrad,https://www.freelancer.pk/u/jeffreyconrad,"Web, Mobile AI, Data processing, Simulation",United States,$50 USD / hour,0.0,0.0,software-development
JavierAparicio99,https://www.freelancer.pk/u/JavierAparicio99,software developer,Spain,$20 USD / hour,0.0,0.0,software-development
nafiskabbo30,https://www.freelancer.pk/u/nafiskabbo30,Mobile and Web Developer,Bangladesh,$20 USD / hour,0.0,0.0,software-development
markor2,https://www.freelancer.pk/u/markor2,Professional Web & Mobile & AI Developer,Serbia,$35 USD / hour,0.0,0.0,software-development
muhammadahmedk3,https://www.freelancer.pk/u/muhammadahmedk3,Adobe Certified Magento Developer| Php |Api Expert,Pakistan,$20 USD / hour,0.0,0.0,software-development
ms2techllc,https://www.freelancer.pk/u/ms2techllc,Full stack engineer,United States,$50 USD / hour,0.0,0.0,software-development
expertappdev23,https://www.freelancer.pk/u/expertappdev23,React | Web3.0 | Node | Vue | Next | AWS | Express,India,$7 USD / hour,0.0,0.0,software-development
engruhulajom,https://www.freelancer.pk/u/engruhulajom,"Full Stack Web Developer, Translation, Writing",Bangladesh,$10 USD / hour,0.0,0.0,software-development
expertappdev23,https://www.freelancer.pk/u/expertappdev23,React | Web3.0 | Node | Vue | Next | AWS | Express,India,$7 USD / hour,0.0,0.0,software-development
engruhulajom,https://www.freelancer.pk/u/engruhulajom,"Full Stack Web Developer, Translation, Writing",Bangladesh,$10 USD / hour,0.0,0.0,software-development
devyusuf,https://www.freelancer.pk/u/devyusuf,Full Stack PHP Laravel web Application Developer,Bangladesh,$15 USD / hour,0.0,0.0,software-development
taimoorkhan311,https://www.freelancer.pk/u/taimoorkhan311,Top Rated and Award-Winning Digital Agency,Pakistan,$20 USD / hour,0.0,0.0,software-development
haiduysoft,https://www.freelancer.pk/u/haiduysoft,A Passionate Programmer!,Vietnam,$30 USD / hour,0.0,0.0,software-development
jeffreyconrad,https://www.freelancer.pk/u/jeffreyconrad,"Web, Mobile AI, Data processing, Simulation",United States,$50 USD / hour,0.0,0.0,software-development
jeremy788,https://www.freelancer.pk/u/jeremy788,Web and App  developer ||  AI software engineer,United States,$30 USD / hour,0.0,0.0,software-development
krzysztofpacz,https://www.freelancer.pk/u/krzysztofpacz,Mobile Application Developer/Web Developer,Poland,$40 USD / hour,0.0,0.0,software-development
Pyyetru,https://www.freelancer.pk/u/Pyyetru,"Ninjascript, MQL, Pinescript, Quant/Market Analyst","Moldova, Republic of",$40 USD / hour,0.0,0.0,software-development
AbdulMajeed785,https://www.freelancer.pk/u/AbdulMajeed785,Full Stack Web Developer,Pakistan,$20 USD / hour,0.0,0.0,software-development
studiosevolution,https://www.freelancer.pk/u/studiosevolution,Full Stack - React | Vue | Laravel | PHP | Shopify,Italy,$30 USD / hour,0.0,0.0,software-development
techriverr,https://www.freelancer.pk/u/techriverr,Web Developer | PHP Expert | Tech Support,Georgia,$15 USD / hour,0.0,0.0,software-development
sasaprogramer21,https://www.freelancer.pk/u/sasaprogramer21,Software Engineer,Serbia,$30 USD / hour,0.0,0.0,software-development
stacksolutions,https://www.freelancer.pk/u/stacksolutions,PHP | Laravel | Codeigniter | Vue Js | React Js,Pakistan,$16 USD / hour,0.0,0.0,software-development
ahmaddar2970,https://www.freelancer.pk/u/ahmaddar2970,Full Stack Developer,Pakistan,$15 USD / hour,0.0,0.0,software-development
Mafiname,https://www.freelancer.pk/u/Mafiname,WordPress|E-commerce|BigCommerce|Shopify|Developer,Australia,$60 USD / hour,0.0,0.0,software-development
ecommercejui,https://www.freelancer.pk/u/ecommercejui,WEB DEVELOPMENT // SYSTEM ADMIN //  WEB SECURITY,Bangladesh,$25 USD / hour,0.0,0.0,software-development
Vishal300,https://www.freelancer.pk/u/Vishal300,Software Engineer,India,$9 USD / hour,0.0,0.0,software-development
Anilsingh1992,https://www.freelancer.pk/u/Anilsingh1992,Website | Mobile App | API | Wordpress | UI Design,India,$20 USD / hour,0.0,0.0,software-development
DreamOne,https://www.freelancer.pk/u/DreamOne,"Go, Node, React, Flutter, PHP, WP, DevOps, AI",India,$25 USD / hour,0.0,4.4,software-development
yabani,https://www.freelancer.pk/u/yabani,IT Consultancy Services That Make You Grow!,Kuwait,$50 USD / hour,0.0,0.0,software-development
s2789,https://www.freelancer.pk/u/s2789,Full Stack Developer | SEO & SMO Expert,India,$10 USD / hour,0.0,0.0,software-development
kempluetux,https://www.freelancer.pk/u/kempluetux,⭐⭐⭐⭐⭐ Experienced Full-Stack Developer,Indonesia,$25 USD / hour,0.0,0.0,software-development
djuranovski,https://www.freelancer.pk/u/djuranovski,DevOps Guru | Cloud Computing Expert | TOP 1%,Croatia,$50 USD / hour,0.0,1.0,software-development
SOFTH,https://www.freelancer.pk/u/SOFTH,N/A,France,$20 USD / hour,0.0,0.0,software-development
hassansystem,https://www.freelancer.pk/u/hassansystem,AI | Web3/Mobile | Crypto | VoIP | Embedded,Pakistan,$50 USD / hour,0.0,0.0,software-development
obsurf,https://www.freelancer.pk/u/obsurf,"Senior Web, Mobile & AI, Database Programmer",United States,$40 USD / hour,0.0,0.0,software-development
lugemma,https://www.freelancer.pk/u/lugemma,Senior Software Engineer,United Kingdom,$100 USD / hour,0.0,0.0,software-development
tntebogang,https://www.freelancer.pk/u/tntebogang,Solutions Developer,Botswana,$20 USD / hour,0.0,0.0,software-development
abdelfattah52,https://www.freelancer.pk/u/abdelfattah52,Embedded Linux Developer & Software Tester,Egypt,$20 USD / hour,0.0,0.0,software-development
kirakaesa1,https://www.freelancer.pk/u/kirakaesa1,Full stack & Blockchain & AI developer,Ukraine,$30 USD / hour,0.0,0.0,software-development
POH13,https://www.freelancer.pk/u/POH13,Developers,India,$13 USD / hour,0.0,0.0,software-development
vadym15,https://www.freelancer.pk/u/vadym15,Full Stack | Mobile Developer,Ukraine,$50 USD / hour,0.0,0.0,software-development
elvis162,https://www.freelancer.pk/u/elvis162,Senior JavScript/TypeScript  Developer | Designer,Serbia,$30 USD / hour,0.0,0.0,software-development
ryan0085,https://www.freelancer.pk/u/ryan0085,Full Stack Developer,Philippines,$30 USD / hour,0.0,0.0,software-development
bceyhan1,https://www.freelancer.pk/u/bceyhan1,Computer Freelancer,Turkey,$6 USD / hour,0.0,0.0,software-development
SahilAlpha1,https://www.freelancer.pk/u/SahilAlpha1,Software Development,India,$30 USD / hour,0.0,0.0,software-development
anisamushtaq001,https://www.freelancer.pk/u/anisamushtaq001,Sr. Web Designer & CMS Developer | Graphics Expert,United States,$30 USD / hour,0.0,0.0,software-development
JustinJcob,https://www.freelancer.pk/u/JustinJcob,✅OpenAI✅LLM✅Automation✅Bots✅Scrapping✅Python✅AI/ML,Pakistan,$20 USD / hour,0.0,0.0,software-development
dhakadsoft,https://www.freelancer.pk/u/dhakadsoft,One-stop solution| Android |IOS| Flutter|React,India,$25 USD / hour,0.0,0.0,software-development
mysmallbizja,https://www.freelancer.pk/u/mysmallbizja,Social Media Expert| Top-Tier SEO| Apps & Websites,Jamaica,$50 USD / hour,0.0,0.0,software-development
JustinJcob,https://www.freelancer.pk/u/JustinJcob,✅OpenAI✅LLM✅Automation✅Bots✅Scrapping✅Python✅AI/ML,Pakistan,$20 USD / hour,0.0,0.0,software-development
pjain912,https://www.freelancer.pk/u/pjain912,"Expert PHP, Shopify, React native developer",India,$12 USD / hour,0.0,0.0,software-development
dhakadsoft,https://www.freelancer.pk/u/dhakadsoft,One-stop solution| Android |IOS| Flutter|React,India,$25 USD / hour,0.0,0.0,software-development
anisamushtaq001,https://www.freelancer.pk/u/anisamushtaq001,Sr. Web Designer & CMS Developer | Graphics Expert,United States,$30 USD / hour,0.0,0.0,software-development
SahilAlpha1,https://www.freelancer.pk/u/SahilAlpha1,Software Development,India,$30 USD / hour,0.0,0.0,software-development
mughalmuteebali,https://www.freelancer.pk/u/mughalmuteebali,Full Stack Web Developer | 3+ Years of Experience,Pakistan,$5 USD / hour,0.0,0.0,software-development
Zahi9,https://www.freelancer.pk/u/Zahi9,WP | Web Developer | Shopify | PHP | React |  SEO,Bangladesh,$47 USD / hour,0.0,0.0,software-development
mkmomy,https://www.freelancer.pk/u/mkmomy,Top 1% | .NET Full-Stack | Preferred | Verified,India,$25 USD / hour,0.0,4.4,software-development
farooqawan6581,https://www.freelancer.pk/u/farooqawan6581,Full-Stack Developer,Pakistan,$9 USD / hour,0.0,0.0,software-development
farooqawan6581,https://www.freelancer.pk/u/farooqawan6581,Full-Stack Developer,Pakistan,$9 USD / hour,0.0,0.0,software-development
rishus17,https://www.freelancer.pk/u/rishus17,Website and application developer,India,$10 USD / hour,0.0,0.0,software-development
motaza1,https://www.freelancer.pk/u/motaza1,embedded SW| model based| cyber security Eng.,Egypt,$15 USD / hour,0.0,0.0,software-development
talhat98,https://www.freelancer.pk/u/talhat98,Full Stack Web(MERN) & Mobile Developer,United Kingdom,$50 USD / hour,0.0,0.0,software-development
abrarfreelancin1,https://www.freelancer.pk/u/abrarfreelancin1,Top ranked freelancer at freelancer.com,United States,$25 USD / hour,0.0,0.0,software-development
solheimsolutions,https://www.freelancer.pk/u/solheimsolutions,Senior Programmer: Python & SQL Expert,Norway,$10 USD / hour,0.0,0.0,software-development
nameer6,https://www.freelancer.pk/u/nameer6,"Expert FullStack Developer | React | PHP, Node.js",Pakistan,$25 USD / hour,0.0,0.0,software-development
coding39,https://www.freelancer.pk/u/coding39,We Provide 150+ Technology Support in All Domains,India,$10 USD / hour,0.0,0.0,software-development
elveret8,https://www.freelancer.pk/u/elveret8,Data Processing | Web and Desktop App | Blockchain,Mexico,$20 USD / hour,0.0,0.0,software-development
Tawabshakeel,https://www.freelancer.pk/u/Tawabshakeel,Data Scientist | Machine Learning Engineer | XAI |,Pakistan,$25 USD / hour,0.0,0.0,software-development
Hadiabhalli,https://www.freelancer.pk/u/Hadiabhalli,Design | Web Development | SEO | PPC,Pakistan,$15 USD / hour,0.0,0.0,software-development
nomanamin1997,https://www.freelancer.pk/u/nomanamin1997,Digital Marketing | Web Application development,United Arab Emirates,$10 USD / hour,0.0,0.0,software-development
kcofodile30,https://www.freelancer.pk/u/kcofodile30,SENIOR SOFTWARE DEVELOPER | PYTHON EXPERT | AI,Nigeria,$50 USD / hour,0.0,0.0,software-development
rakibulinux,https://www.freelancer.pk/u/rakibulinux,"Web Developer, DevOps Engineer, Linux System Admin",Bangladesh,$30 USD / hour,0.0,0.0,software-development
mohinig80,https://www.freelancer.pk/u/mohinig80,Software Developer|Salesforce Developer,India,$6 USD / hour,0.0,0.0,software-development
ttthongdanang,https://www.freelancer.pk/u/ttthongdanang,Electronics & Web & ML EXPERT,Vietnam,$50 USD / hour,0.0,0.0,software-development
kamalsolanki05,https://www.freelancer.pk/u/kamalsolanki05,Websites | Mobile Apps | Games | Digital Marketing,India,$25 USD / hour,0.0,0.0,software-development
nutankumarftp,https://www.freelancer.pk/u/nutankumarftp,"Mobile & web app (full stack) | PHP, Node, React,",India,$15 USD / hour,0.0,0.0,software-development
durgesh8527,https://www.freelancer.pk/u/durgesh8527,React|Node|Angualr|PHP|Laravel|CMS| GraphicsDesign,India,$10 USD / hour,0.0,0.0,software-development
vvvindia,https://www.freelancer.pk/u/vvvindia,《Web Designer | Web Developer | All Type Designs》,India,$12 USD / hour,0.0,0.0,software-development
abdullah1826,https://www.freelancer.pk/u/abdullah1826,TOP Rated ✓ 10+ Years of Experience in Mobile/Web,Pakistan,$17 USD / hour,0.0,0.0,software-development
